source_paper,source_id,source_text,group_id,group_label
Newmark2017,prohib.contingent_compensation,Contingent compensation is prohibited (lobbyists receiving pay only on achieving a lobbying-related objective),g_012,Prohibition: contingent/success-fee lobbyist compensation
Newmark2017,prohib.revolving_door,Revolving door restrictions (lawmakers prohibited from becoming lobbyists without a waiting period),g_013,Revolving door: cooling-off period before former officials can lobby
HiredGuns,Q48,"Is there a ""cooling off"" period required before legislators can register as lobbyists?",g_013,Revolving door: cooling-off period before former officials can lobby
Newmark2005,disc_legislative_admin_action_to_influence,legislative/administrative action seeking to influence,g_014,Disclosure: subject matter or legislation/administrative action being lobbied
Newmark2017,disclosure.influence_legislation_or_admin,Disclosure required: seeking to influence legislation or administrative action,g_014,Disclosure: subject matter or legislation/administrative action being lobbied
Opheim,disclosure.legislation_supported_or_opposed,legislation approved or opposed by the lobbyist,g_014,Disclosure: subject matter or legislation/administrative action being lobbied
HiredGuns,Q5,Is subject matter or bill number to be addressed by a lobbyist required on registration forms?,g_014,Disclosure: subject matter or legislation/administrative action being lobbied
HiredGuns,Q20,Is subject matter or bill number to be addressed by a lobbyist required on spending reports?,g_014,Disclosure: subject matter or legislation/administrative action being lobbied
Newmark2005,disc_expenditures_benefiting_officials,expenditures benefiting public officials or employees,g_015,Disclosure: expenditures benefiting public officials or employees (incl. gifts)
Newmark2017,disclosure.expenditures_benefiting_officials,Disclosure required: expenditures benefiting public officials or employees,g_015,Disclosure: expenditures benefiting public officials or employees (incl. gifts)
Opheim,disclosure.expenditures_benefitting_public_employees,expenditures benefitting public employees including gifts,g_015,Disclosure: expenditures benefiting public officials or employees (incl. gifts)
HiredGuns,Q21,Is spending on household members of public ofﬁcials by a lobbyist required to be reported?,g_015,Disclosure: expenditures benefiting public officials or employees (incl. gifts)
HiredGuns,Q23,What is the statutory provision for a lobbyist giving and reporting gifts?,g_015,Disclosure: expenditures benefiting public officials or employees (incl. gifts)
Newmark2005,disc_compensation_by_employer,compensation received broken down by employers,g_016,Disclosure: lobbyist compensation broken down by employer/client/principal
Newmark2017,disclosure.compensation_by_employer,Disclosure required: compensation received broken down by employer,g_016,Disclosure: lobbyist compensation broken down by employer/client/principal
OpenSecrets,lobbyist_compensation_disclosure,How much are lobbyists getting paid (compensation paid to lobbyists by clients),g_016,Disclosure: lobbyist compensation broken down by employer/client/principal
Newmark2005,disc_total_compensation,total compensation received,g_017,Disclosure: total lobbyist compensation/income received
Newmark2017,disclosure.total_compensation,Disclosure required: total compensation received,g_017,Disclosure: total lobbyist compensation/income received
Opheim,disclosure.total_income,total income,g_017,Disclosure: total lobbyist compensation/income received
Sunlight,lobbyist_compensation,Lobbyist Compensation,g_017,Disclosure: total lobbyist compensation/income received
HiredGuns,Q13,Is compensation/salary required to be reported by a lobbyist on spending reports?,g_017,Disclosure: total lobbyist compensation/income received
HiredGuns,Q27,Is compensation/salary required to be reported on employer/principal spending reports?,g_017,Disclosure: total lobbyist compensation/income received
Newmark2005,disc_categories_of_expenditures,categories of expenditures,g_018,Disclosure: lobbying expenditures broken down by category type
Newmark2017,disclosure.categories_of_expenditures,Disclosure required: categories of expenditures,g_018,Disclosure: lobbying expenditures broken down by category type
Opheim,disclosure.spending_by_category,spending by category,g_018,Disclosure: lobbying expenditures broken down by category type
HiredGuns,Q14,"Are summaries (totals) of spending classiﬁed by category types (i.e., gifts, entertainment, postage, etc.)?",g_018,Disclosure: lobbying expenditures broken down by category type
Newmark2005,disc_total_expenditures,total expenditures,g_019,Disclosure: total lobbying expenditures
Newmark2017,disclosure.total_expenditures,Disclosure required: total expenditures toward lobbying,g_019,Disclosure: total lobbying expenditures
Opheim,disclosure.total_spending,lobbyist's total spending,g_019,Disclosure: total lobbying expenditures
Newmark2017,disclosure.contributions_from_others,Disclosure required: contributions received from others for lobbying purposes,g_020,Disclosure: sources of income / contributions received for lobbying
Opheim,disclosure.sources_of_income,sources of income,g_020,Disclosure: sources of income / contributions received for lobbying
Opheim,disclosure.other_influence_peddling_or_conflict_of_interest,other activities that might constitute influence peddling or conflict of interest,g_021,Disclosure: business associations/conflicts of interest with public officials
HiredGuns,Q22,"Is a lobbyist required to disclose direct business associations with public ofﬁcials, candidates or members of their households?",g_021,Disclosure: business associations/conflicts of interest with public officials
HiredGuns,Q3,Is a lobbyist required to ﬁle a registration form?,g_022,Registration: lobbyist required to file a registration form
HiredGuns,Q4,How many days can lobbying take place before registration is required?,g_023,Registration: number of days lobbying may occur before registration is required
HiredGuns,Q6,How often is registration by a lobbyist required?,g_024,Registration: how often a lobbyist must register/renew
HiredGuns,Q7,Within how many days must a lobbyist notify the oversight agency of changes in registration?,g_025,Registration: timeframe to notify oversight agency of changes in registration
HiredGuns,Q8,Is a lobbyist required to submit a photograph with registration?,g_026,Registration: lobbyist required to submit a photograph
HiredGuns,Q9,Is a lobbyist required to identify by name each employer on the registration form?,g_027,Registration: lobbyist required to identify each employer/client by name
HiredGuns,Q10,"Is a lobbyist required to include on the registration form any additional information about the type of lobbying work he or she does (i.e., compensated or non-compensated/contract or salaried)?",g_028,Registration: lobbyist required to disclose type of lobbying work (compensated vs salaried/contract)
HiredGuns,Q11,Is a lobbyist required to ﬁle a spending report?,g_029,Reporting: lobbyist required to file a spending/disclosure report
HiredGuns,Q12,How often during each two-year cycle is a lobbyist required to report spending?,g_030,Reporting: frequency at which a lobbyist must file spending reports
Opheim,disclosure.frequency,Frequency of reporting required of lobbyists,g_030,Reporting: frequency at which a lobbyist must file spending reports
Newmark2005,freq_reporting_more_than_annual,frequency of reporting (more frequently than once per year),g_030,Reporting: frequency at which a lobbyist must file spending reports
OpenSecrets,timely_disclosure,Is there timely disclosure (frequency/timing of lobbying activity reports),g_030,Reporting: frequency at which a lobbyist must file spending reports
FOCAL,timeliness.1,"Changes (eg, registering/deregistering lobbyists, new clients) are updated close to real time (eg, daily)",g_030,Reporting: frequency at which a lobbyist must file spending reports
FOCAL,timeliness.2,"Lobbying activities are disclosed close to real time (eg, daily)",g_030,Reporting: frequency at which a lobbyist must file spending reports
FOCAL,timeliness.3,Ministerial diaries are disclosed monthly (or more frequently),g_030,Reporting: frequency at which a lobbyist must file spending reports
HiredGuns,Q15,What spending must be itemized?,g_031,Reporting: which expenditures must be itemized
HiredGuns,Q16,Is the lobbyist employer/principal on whose behalf the itemized expenditure was made required to be identiﬁed?,g_032,Reporting: itemized expenditure must identify the lobbyist's employer/principal
HiredGuns,Q17,Is the recipient of the itemized expenditure required to be identiﬁed?,g_033,Reporting: itemized expenditure must identify the recipient
HiredGuns,Q18,Is the date of the itemized expenditure required to be reported?,g_034,Reporting: itemized expenditure must include date
FOCAL,contact_log.5,Date,g_034,Reporting: itemized expenditure must include date
HiredGuns,Q19,Is a description of the itemized expenditure required to be reported?,g_035,Reporting: itemized expenditure must include a description
HiredGuns,Q25,Is a lobbyist who has done no spending during a ﬁling period required to make a report of no activity?,g_036,Reporting: lobbyist with no activity in period must file a null report
HiredGuns,Q26,Is an employer or principal of a lobbyist required to ﬁle a spending report?,g_037,Reporting: employer/principal of a lobbyist required to file a spending report
HiredGuns,Q28,Does the oversight agency provide lobbyists/employers with online registration?,g_038,Electronic filing: oversight agency provides online registration
HiredGuns,Q29,Does the oversight agency provide lobbyists/employers with online spending reporting?,g_039,Electronic filing: oversight agency provides online spending reporting
HiredGuns,Q30,Does the oversight agency provide training about how to ﬁle registrations/spending reports electronically?,g_040,Electronic filing: oversight agency provides training for electronic filing
HiredGuns,Q31,Location/format of registrations or active lobbyist directory,g_041,Public access: lobbyist register / disclosure data available online
HiredGuns,Q32,Location/format of spending reports,g_041,Public access: lobbyist register / disclosure data available online
FOCAL,openness.1,Lobbyist register is online,g_041,Public access: lobbyist register / disclosure data available online
FOCAL,openness.2,"Diaries available online (eg, lobbyists, ministers, ministerial staff)",g_041,Public access: lobbyist register / disclosure data available online
pri_2010,accessibility.Q1,"At least some lobbying data available (in any format) either by request (email, telephone, fax, etc.) or anonymously (web-based).",g_041,Public access: lobbyist register / disclosure data available online
pri_2010,accessibility.Q2,The state has a dedicated website for lobbying information.,g_041,Public access: lobbyist register / disclosure data available online
pri_2010,accessibility.Q3,How easily a state's lobbying website can be found.,g_041,Public access: lobbyist register / disclosure data available online
pri_2010,accessibility.Q4,At least some current lobbying data/information available on the website for the most recent year.,g_041,Public access: lobbyist register / disclosure data available online
HiredGuns,Q33,Cost of copies,g_042,Public access: cost of obtaining copies of registrations/spending reports
HiredGuns,Q34,Are sample registration forms/spending reports available the Web?,g_043,Public access: sample registration/spending forms available on the web
HiredGuns,Q35,Does the state agency provide an overall lobbying spending total by year?,g_044,Public access: oversight agency publishes aggregate annual lobbying spending total
HiredGuns,Q36,Does the state agency provide an overall lobbying spending total by spending-report deadlines?,g_045,Public access: oversight agency publishes aggregate spending by reporting deadline/period
HiredGuns,Q37,Does the state agency provide an overall lobbying spending total by industries lobbyists represent?,g_046,Public access: oversight agency publishes aggregate spending broken down by industry
HiredGuns,Q38,How often are lobby lists updated?,g_047,Public access: how often the registered-lobbyist list is updated
FOCAL,openness.3,"Available without registration, free to access, open license (eg, no limits to reuse), non-proprietary format (eg, CSV, not Excel), machine readable",g_048,Open data: data is downloadable in machine-readable / non-proprietary format
FOCAL,openness.4,"Downloadable (eg, as files, database)",g_048,Open data: data is downloadable in machine-readable / non-proprietary format
OpenSecrets,public_avail_downloads,Availability of downloadable data from the state lobbying disclosure website,g_048,Open data: data is downloadable in machine-readable / non-proprietary format
pri_2010,accessibility.Q6,"How easily users can download lobbying data and information and analyze it, and specifically, whether users are able to download information in an electronic format that is immediately useable for analysis, such as Excel or SPSS.",g_048,Open data: data is downloadable in machine-readable / non-proprietary format
FOCAL,openness.5,"Searchable, simultaneous sorting with multiple criteria",g_049,Open data: site search / multi-criteria sorting
OpenSecrets,public_avail_search,User-friendly search feature on state lobbying disclosure website,g_049,Open data: site search / multi-criteria sorting
pri_2010,accessibility.Q8,Users can simultaneously sort lobbying data by multiple criteria.,g_049,Open data: site search / multi-criteria sorting
pri_2010,accessibility.Q7a,Can users specify data searches on the website by Principal (city; authority hiring; employer; corporation; etc.).,g_050,Search by: principal name (city/authority/employer)
pri_2010,accessibility.Q7b,Can users specify data searches on the website by Principal's location (specific address; city).,g_051,Search by: principal location (address/city)
pri_2010,accessibility.Q7c,Can users specify data searches on the website by Lobbyist name.,g_052,Search by: lobbyist name
pri_2010,accessibility.Q7d,Can users specify data searches on the website by Lobbyist location (specific address; city).,g_053,Search by: lobbyist location (address/city)
pri_2010,accessibility.Q7e,Can users specify data searches on the website by Specific date.,g_054,Search by: specific date
pri_2010,accessibility.Q7f,Can users specify data searches on the website by Specific time period (normally quarter but it depends on how often the law requires data to be disclosed).,g_055,Search by: specific time period (quarter or other reporting period)
pri_2010,accessibility.Q7g,Can users specify data searches on the website by Total expenditures.,g_056,Search by: total expenditures
pri_2010,accessibility.Q7h,Can users specify data searches on the website by Compensation spending (portion of total expenditures for which the lobbyist is paid back).,g_057,Search by: compensation spending portion
pri_2010,accessibility.Q7i,Can users specify data searches on the website by Miscellaneous expenses (non-compensation).,g_058,Search by: miscellaneous (non-compensation) expenses
pri_2010,accessibility.Q7j,Can users specify data searches on the website by Sources of funding (emphasis on public/taxpayer-funded).,g_059,Search by: sources of funding (esp. public/taxpayer-funded)
pri_2010,accessibility.Q7k,Can users specify data searches on the website by Subject of lobbying (or item of legislation).,g_060,Search by: subject of lobbying / legislation item
pri_2010,accessibility.Q7l,Can users specify data searches on the website by Designated entities assigned to lobbyist (group/congressman the lobbyist is working for).,g_061,Search by: designated entity assigned to lobbyist (group/legislator represented)
pri_2010,accessibility.Q7m,Can users specify data searches on the website by Legal status of the principal (government; non-profit; for-profit; etc.).,g_062,Search by: legal status of the principal (government / nonprofit / for-profit)
pri_2010,accessibility.Q7n,Can users specify data searches on the website by Sector (transport; energy; banking; education; social services; etc.).,g_063,"Search by: sector (transport, energy, banking, education, etc.)"
pri_2010,accessibility.Q7o,Can users specify data searches on the website by Sub-sector (K–12; secondary; vocational; etc.).,g_064,"Search by: sub-sector (e.g. K-12, secondary, vocational)"
OpenSecrets,public_avail_lists,Easily accessible lists of registered lobbyists and clients,g_065,Public access: easily accessible lists of registered lobbyists and clients
OpenSecrets,public_availability_total,"How easily can the public access disclosed information (composite of three sub-facets, total 5 points)",g_066,Public access: composite score of how easily public can access disclosed information
OpenSecrets,lobbyist_client_disclosure,"Who is lobbying and who is paying for it (lobbyist and client identification, with separate registrations preferred)",g_067,Disclosure: identification of who is lobbying and who is paying (lobbyist and client identity)
FOCAL,openness.8,Historical data in lobbyist register is archived and published; downloadable,g_068,Open data: historical lobbying data archived and available
pri_2010,accessibility.Q5,"Historical lobbying information is available, downloadable, or at least viewable on the state's website.",g_068,Open data: historical lobbying data archived and available
FOCAL,openness.6,"Unique identifiers (eg, for lobbyists, individuals, organisations)",g_069,Open data: unique identifiers for lobbyists/principals/individuals
FOCAL,openness.7,"Linked or interconnected data (to other datasets, eg, campaign financing)",g_070,Open data: lobbying data linked or cross-referenced to other datasets (e.g. campaign finance)
FOCAL,openness.9,Changes or updates documented with a flagging system,g_071,Open data: changes/updates to disclosure entries documented with a flagging system
Sunlight,document_accessibility,Document Accessibility,g_072,Public access: document accessibility of lobbyist disclosure
HiredGuns,Q39,Does the state have statutory auditing authority?,g_073,Enforcement: state has statutory auditing authority
HiredGuns,Q40,Does the state agency conduct mandatory reviews or audits?,g_074,Enforcement: oversight agency conducts mandatory reviews or audits
Opheim,enforce.thoroughness_of_reviews,thoroughness of reviews of lobby reports by oversight agency,g_074,Enforcement: oversight agency conducts mandatory reviews or audits
HiredGuns,Q41,Is there a statutory penalty for late ﬁling of lobby registration form?,g_075,Enforcement: statutory penalty for late filing of registration form
HiredGuns,Q42,Is there a statutory penalty for late ﬁling of a lobby spending report?,g_076,Enforcement: statutory penalty for late filing of spending report
HiredGuns,Q43,When was a penalty for late ﬁling of a lobby spending report last levied?,g_077,Enforcement: most-recent levy of penalty for late filing of spending report
HiredGuns,Q44,Is there a statutory penalty for incomplete ﬁling of a lobby registration form?,g_078,Enforcement: statutory penalty for incomplete registration form
HiredGuns,Q45,Is there a statutory penalty for incomplete ﬁling of a lobby spending report?,g_079,Enforcement: statutory penalty for incomplete spending report
HiredGuns,Q46,When was a penalty for incomplete ﬁling of a lobby spending report last levied?,g_080,Enforcement: most-recent levy of penalty for incomplete spending report
HiredGuns,Q47,Does the state publish a list of delinquent ﬁlers either on the Web or in a printed document?,g_081,Enforcement: state publishes a list of delinquent filers
Opheim,enforce.subpoena_witnesses,whether the agency may subpoena witnesses,g_082,Enforcement: oversight agency may subpoena witnesses
Opheim,enforce.subpoena_records,subpoena records,g_083,Enforcement: oversight agency may subpoena records
Opheim,enforce.conduct_administrative_hearings,conduct administrative hearings,g_084,Enforcement: oversight agency may conduct administrative hearings
Opheim,enforce.impose_administrative_fines,impose administrative fines,g_085,Enforcement: oversight agency may impose administrative fines
Opheim,enforce.impose_administrative_penalties,impose administrative penalties,g_086,Enforcement: oversight agency may impose administrative penalties (non-fine)
Opheim,enforce.file_independent_court_actions,file independent court actions,g_087,Enforcement: oversight agency may file independent court actions
Sunlight,expenditure_reporting_thresholds,Expenditure Reporting Thresholds,g_088,Reporting: expenditure-reporting threshold (floor below which expenditures need not be itemized/reported)
Sunlight,expenditure_transparency,Expenditure Transparency,g_089,Reporting: overall expenditure transparency
Sunlight,lobbyist_activity,Lobbyist Activity,g_090,Reporting: lobbyist activity disclosure (general)
CPI_2015,C11,Lobbying disclosure,g_091,Composite: presence of a lobbying-disclosure regime
FOCAL,scope.1,"The following types of lobbyists are included in the register: professional lobbyists/consultants, in-house company lobbyists, in-house organisation lobbyists, professional consultancies, law firms, think tanks, research institutions, public entities, government agencies/employees",g_092,"Scope: types of lobbyists covered (consultants, in-house, firms, govt, etc.)"
FOCAL,scope.2,There is no (or low) financial or time threshold to qualify/exempt lobbyists from registration,g_093,Scope: low or no financial/time threshold to qualify lobbyists for registration
FOCAL,scope.3,"The following are included as targets of lobbying: legislative branches, executive branch officials, Ministers, Deputy Ministers, members of parliament, Director-Generals and senior officials, staff, administrative branch/bureaucracy",g_094,"Scope: targets of lobbying covered (legislative, executive, ministers, staff)"
FOCAL,scope.4,"A wide breadth of activities are included, eg, oral, written, electronic, virtual communications; organising meetings for others; events; phone calls and emails",g_095,"Scope: breadth of lobbying activities covered (oral, written, electronic, events)"
FOCAL,descriptors.1,"Full names of lobbyists/organisations, (not abbreviations or ambiguous names)",g_096,Descriptors: full names of lobbyists/organisations on file
FOCAL,descriptors.2,"Contact details provided (eg, Address, telephone and/or website)",g_097,"Descriptors: contact details (address, phone, website) of lobbyists/principals"
FOCAL,descriptors.3,"Legal form (eg, public, private, not-for-profit, NGO, government)",g_098,Descriptors: legal form of organisation (public/private/nonprofit/NGO/govt)
FOCAL,descriptors.4,Company registration number,g_099,Descriptors: company registration number of organisation
FOCAL,descriptors.5,"Sector (eg, transport, energy), sub sector",g_100,Descriptors: sector / sub-sector classification of lobbyist or principal
FOCAL,descriptors.6,"Type of lobbyist contract (eg, salaried staff, contracted)",g_101,Descriptors: type of lobbyist contract (salaried vs contracted)
FOCAL,revolving_door.1,"List of all prior public offices that lobbyists have held, dates when left office",g_102,Revolving door: lobbyists' prior public offices held with departure dates
FOCAL,revolving_door.2,"Database of public officials who are subject to a ban on lobbying (eg, cooling off period)",g_103,Revolving door: database of officials subject to lobbying ban / cooling-off
FOCAL,relationships.1,Client list (for all consultant lobbyists and firms),g_104,Relationships: client list for consultant lobbyists / lobby firms
FOCAL,relationships.2,Names of all sponsors or members (for associations and representative groups),g_105,Relationships: sponsors/members of lobbying associations or representative groups
FOCAL,relationships.3,"List of board seats held (eg, in associations, companies)",g_106,"Relationships: board seats held by lobbyists/principals (in associations, companies)"
FOCAL,relationships.4,"Direct business associations with public officials, candidates or members of their households",g_107,"Relationships: direct business associations with public officials, candidates, or households"
FOCAL,financials.1,Total lobbying income (for consultant lobbyists/lobby firms),g_108,Financials: total lobbying income for consultant lobbyists / firms
FOCAL,financials.2,Lobbying income per client,g_109,Financials: lobbying income broken down per client
FOCAL,financials.3,"Income sources (eg, including government agencies, grant-making foundations, companies) and amount received",g_110,"Financials: income sources (govt, foundations, companies) and amount received"
FOCAL,financials.4,Number of lobbyists employed/contracted (total and full-time equivalent),g_111,Financials: number of lobbyists employed/contracted (total and FTE)
FOCAL,financials.5,Amount of time spent on lobbying,g_112,Financials: amount of time spent on lobbying
FOCAL,financials.6,Total lobbying expenditure (both in-house and consulting),g_113,Financials: total lobbying expenditure (in-house plus consulting)
FOCAL,financials.7,Compensated/uncompensated lobbying activities,g_114,Financials: compensated vs uncompensated lobbying activities flagged
FOCAL,financials.8,Expenditure per issue,g_115,Financials: lobbying expenditure broken down by issue
FOCAL,financials.9,"Expenditure on membership/sponsorship of organisations that lobby (eg, trade associations)",g_116,Financials: expenditure on memberships/sponsorships of lobbying organisations (e.g. trade associations)
FOCAL,financials.10,"Expenditures benefitting public officials or employees including financial/non-financial gifts and support, employer/principal on whose behalf expenses were made",g_117,Financials: expenditures benefiting officials including gifts and the principal on whose behalf made
FOCAL,financials.11,"Campaign/political contributions, including in-kind",g_118,Financials: campaign / political contributions by lobbyists or principals (incl. in-kind)
FOCAL,contact_log.1,Organisation/interest(s) represented (beneficiary),g_119,Contact log: organisation/interest represented (beneficiary) per meeting
FOCAL,contact_log.2,Names of persons contacted and their position/role,g_120,Contact log: names and roles of public officials contacted
FOCAL,contact_log.3,Institution/department contacted,g_121,Contact log: institution/department of officials contacted
FOCAL,contact_log.4,"If a meeting, names of all attendees",g_122,Contact log: names of all attendees at lobbying meetings
FOCAL,contact_log.6,"Form (eg, in person meeting, video conference, phone call)",g_123,"Contact log: form of communication (in-person, video, phone)"
FOCAL,contact_log.7,Location,g_124,Contact log: location of lobbying meeting
FOCAL,contact_log.8,"Any materials that were shared, excluding commercially sensitive materials (before, during and after the meeting)",g_125,Contact log: any materials shared with public officials (excl. commercially sensitive)
FOCAL,contact_log.9,Topics/issues discussed,g_126,Contact log: topics/issues discussed at lobbying meeting
FOCAL,contact_log.10,"Outcomes sought (eg, legislation/policies supported/opposed)",g_127,Contact log: outcomes sought (legislation/policies supported/opposed)
FOCAL,contact_log.11,"Targeted areas of public policy or legislation, including a list of official legislative references/bill numbers/measures etc",g_128,Contact log: targeted public-policy areas / bill numbers / measures
pri_2010,disclosure.A1,Lobbyists.,g_129,Registration scope: lobbyists themselves required to register
pri_2010,disclosure.A2,Volunteer lobbyists.,g_130,Registration scope: volunteer (uncompensated) lobbyists required to register
pri_2010,disclosure.A3,Principals who employ a lobbyist.,g_131,Registration scope: principals who employ a lobbyist required to register
pri_2010,disclosure.A4,Lobbying firms.,g_132,Registration scope: lobbying firms required to register (separately from individual lobbyists)
pri_2010,disclosure.A5,Governor's office.,g_133,Registration scope: governor's office required to register/disclose
pri_2010,disclosure.A6,Executive branch agencies.,g_134,Registration scope: executive-branch agencies required to register/disclose
pri_2010,disclosure.A7,Legislative branch.,g_135,Registration scope: legislative branch required to register/disclose
pri_2010,disclosure.A8,Independent agencies.,g_136,Registration scope: independent agencies required to register/disclose
pri_2010,disclosure.A9,Local governments.,g_137,Registration scope: local governments required to register/disclose
pri_2010,disclosure.A10,Government agencies who lobby other agencies.,g_138,Registration scope: government agencies that lobby other agencies required to register
pri_2010,disclosure.A11,"Public entities, other than government agencies.",g_139,Registration scope: public entities (other than government agencies) required to register
pri_2010,disclosure.B1,Is there an exemption for government agencies and/or public officials acting within their official capacity?,g_140,Government exemption: officials acting within official capacity exempt from lobbying rules
pri_2010,disclosure.B2,Are government agencies relieved and/or exempted (partially) from the regulations imposed on non-government organizations and individuals?,g_141,Government exemption: government agencies partially relieved from lobbying-disclosure rules
pri_2010,disclosure.B3,Are government agencies subject to the same disclosure requirements as lobbyists?,g_142,Government exemption: government agencies subject to the same disclosure as lobbyists
pri_2010,disclosure.B4,Are government agencies subject to the same disclosure requirements as principals?,g_143,Government exemption: government agencies subject to the same disclosure as principals
pri_2010,disclosure.C0,"Does the law include a definition of ""public entity""?",g_144,Definition: law includes a definition of 'public entity'
pri_2010,disclosure.C1,Definition relies on Ownership.,g_145,Definition: 'public entity' definition relies on ownership
pri_2010,disclosure.C2,Definition relies on Structure or composition of revenue.,g_146,Definition: 'public entity' definition relies on revenue structure/composition
pri_2010,disclosure.C3,Definition relies on Public charter or special government protection.,g_147,Definition: 'public entity' definition relies on public charter / special government protection
pri_2010,disclosure.D0,Does the law include a materiality test (ability to exempt) for coverage in disclosure regulations?,g_148,Materiality test: law includes ability to exempt entities below a threshold
pri_2010,disclosure.D1_present,Financial threshold exists: if expenses are less than some dollar threshold the entity is exempted from filing disclosure.,g_149,Materiality test: financial threshold (dollar floor) for disclosure exemption exists
pri_2010,disclosure.D1_value,Dollar threshold value (USD) for financial-threshold exemption.,g_150,Materiality test: dollar value of financial-threshold exemption
pri_2010,disclosure.D2_present,Time threshold exists: if amount of time devoted to lobbying is less than a threshold percentage of an individual's compensated time the individual or entity is exempted from filing disclosure.,g_151,Materiality test: time threshold (% of compensated time) for disclosure exemption exists
pri_2010,disclosure.D2_value,Percentage threshold value for time-threshold exemption.,g_152,Materiality test: percentage value of time-threshold exemption
pri_2010,disclosure.E1a,Are principals required to disclose?,g_153,Principal disclosure: principals required to file disclosure reports
pri_2010,disclosure.E1b,Are principals required to disclose their address and phone number?,g_154,Principal disclosure: principal address and phone number
pri_2010,disclosure.E1c,Are principals required to disclose the names of all the lobbyists representing them?,g_155,Principal disclosure: names of all lobbyists representing the principal
