filing_id	id	state	filing_type	filer_role	reporting_year	reporting_period	lobbyist_id	client_id	total_compensation
685590	NY-filing-685590-empire-strategic-planning-inc-pkf-o-connor-davies-llp	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-empire-strategic-planning-inc	NY-client-pkf-o-connor-davies-llp	22000
685917	NY-filing-685917-ostroff-associates-inc-consigli-construction-co-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-ostroff-associates-inc	NY-client-consigli-construction-co-inc	21000
688114	NY-filing-688114-dickinson-avella-pllc-kaufman-astoria-studios-services-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-dickinson-avella-pllc	NY-client-kaufman-astoria-studios-services-llc	30000
688553	NY-filing-688553-bolton-st-johns-llc-governors-island-corporation-d-b-a-the-trust-for-governors-island	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-governors-island-corporation-d-b-a-the-trust-for-governors-island	30000
688553	NY-filing-688553-bryan-cave-leighton-paisner-llp-governors-island-corporation-d-b-a-the-trust-for-governors-island	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bryan-cave-leighton-paisner-llp	NY-client-governors-island-corporation-d-b-a-the-trust-for-governors-island	0
688553	NY-filing-688553-governors-island-corporation-d-b-a-the-trust-for-governors-island-governors-island-corporation-d-b-a-the-trust-for-governors-island	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-governors-island-corporation-d-b-a-the-trust-for-governors-island	NY-client-governors-island-corporation-d-b-a-the-trust-for-governors-island	0
688582	NY-filing-688582-the-carnelian-group-llc-full-funnel-growth-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-the-carnelian-group-llc	NY-client-full-funnel-growth-inc	22500
688636	NY-filing-688636-yoswein-new-york-inc-building-owners-and-managers-association-of-greater-new-york-boma-new-york	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-yoswein-new-york-inc	NY-client-building-owners-and-managers-association-of-greater-new-york-boma-new-york	49800
690187	NY-filing-690187-brown-weinraub-advisors-llc-the-geo-group-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-brown-weinraub-advisors-llc	NY-client-the-geo-group-inc	22500
690387	NY-filing-690387-kasirer-llc-franklin-2024-propco-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-kasirer-llc	NY-client-franklin-2024-propco-llc	60000
690744	NY-filing-690744-sheppard-mullin-richter-hampton-llp-tsg-coney-island-entertainment-holdco-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-sheppard-mullin-richter-hampton-llp	NY-client-tsg-coney-island-entertainment-holdco-llc	242154
690880	NY-filing-690880-greenberg-traurig-llp-receivables-management-association-international	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-greenberg-traurig-llp	NY-client-receivables-management-association-international	30000
691139	NY-filing-691139-bolton-st-johns-llc-boys-girls-club-of-harlem-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-boys-girls-club-of-harlem-inc	19000
691285	NY-filing-691285-greenberg-traurig-llp-hudson-alliance-for-children-with-special-needs-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-greenberg-traurig-llp	NY-client-hudson-alliance-for-children-with-special-needs-inc	15200
691359	NY-filing-691359-bolton-st-johns-llc-council-on-the-environment-inc-dba-grownyc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-council-on-the-environment-inc-dba-grownyc	25000
691359	NY-filing-691359-council-on-the-environment-inc-dba-grownyc-council-on-the-environment-inc-dba-grownyc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-council-on-the-environment-inc-dba-grownyc	NY-client-council-on-the-environment-inc-dba-grownyc	806
691665	NY-filing-691665-o-boyle-buchanan-advisors-llc-rapid-response-technologies-l-l-c	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-o-boyle-buchanan-advisors-llc	NY-client-rapid-response-technologies-l-l-c	37500
691907	NY-filing-691907-cojo-strategies-llc-maiden-rest-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-cojo-strategies-llc	NY-client-maiden-rest-llc	15000
692108	NY-filing-692108-catalyst-government-relations-llc-empire-state-restaurant-tavern-association	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-catalyst-government-relations-llc	NY-client-empire-state-restaurant-tavern-association	49000
692467	NY-filing-692467-albany-strategic-advisors-llc-lotto-com-new-york-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-albany-strategic-advisors-llc	NY-client-lotto-com-new-york-llc	36000
692473	NY-filing-692473-metropolitan-public-strategies-inc-hotel-gaming-restaurant-club-employees-and-bartenders-union-local-6-afl-cio	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-metropolitan-public-strategies-inc	NY-client-hotel-gaming-restaurant-club-employees-and-bartenders-union-local-6-afl-cio	5000
692684	NY-filing-692684-hollis-public-affairs-inc-brooklyn-children-s-museum-corporation-dba-brooklyn-children-s-museum	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-hollis-public-affairs-inc	NY-client-brooklyn-children-s-museum-corporation-dba-brooklyn-children-s-museum	30000
693321	NY-filing-693321-public-strategies-llc-friends-of-equality-charter-school-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-public-strategies-llc	NY-client-friends-of-equality-charter-school-inc	12000
693711	NY-filing-693711-mirram-group-llc-children-of-promise-nyc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-mirram-group-llc	NY-client-children-of-promise-nyc	45708
693770	NY-filing-693770-gotham-government-relations-llc-lte-care-plus-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-gotham-government-relations-llc	NY-client-lte-care-plus-inc	30000
704984	NY-filing-704984-hill-east-group-llc-northeast-uas-airspace-integration-alliance-inc-nuair	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-hill-east-group-llc	NY-client-northeast-uas-airspace-integration-alliance-inc-nuair	54000
705493	NY-filing-705493-mercury-public-affairs-llc-pharmacann-of-new-york-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-mercury-public-affairs-llc	NY-client-pharmacann-of-new-york-llc	10000
705522	NY-filing-705522-mercury-public-affairs-llc-the-doe-store-llc-harbour-community-llc-gmdss-llc-terrapin-greens-llc-jii-williamsburg-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-mercury-public-affairs-llc	NY-client-the-doe-store-llc-harbour-community-llc-gmdss-llc-terrapin-greens-llc-jii-williamsburg-llc	8000
706045	NY-filing-706045-greenberg-traurig-llp-curb-mobility-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-greenberg-traurig-llp	NY-client-curb-mobility-llc	32540
706200	NY-filing-706200-actum-ca-opco-llc-legal-services-of-the-hudson-valley	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-actum-ca-opco-llc	NY-client-legal-services-of-the-hudson-valley	33000
706200	NY-filing-706200-legal-services-of-the-hudson-valley-legal-services-of-the-hudson-valley	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-legal-services-of-the-hudson-valley	NY-client-legal-services-of-the-hudson-valley	1199
706637	NY-filing-706637-mercury-public-affairs-llc-cheech-and-chong-s-global-holding-company	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-mercury-public-affairs-llc	NY-client-cheech-and-chong-s-global-holding-company	42500
707080	NY-filing-707080-elk-street-group-llc-the-boro-transit-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-elk-street-group-llc-the	NY-client-boro-transit-inc	15000
707185	NY-filing-707185-dickinson-avella-pllc-carvana-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-dickinson-avella-pllc	NY-client-carvana-llc	60000
707233	NY-filing-707233-willett-public-affairs-llc-tarrytown-music-hall	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-willett-public-affairs-llc	NY-client-tarrytown-music-hall	15000
707439	NY-filing-707439-pastel-rosen-wallace-llp-lloyd-s-america-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-pastel-rosen-wallace-llp	NY-client-lloyd-s-america-inc	27083
708064	NY-filing-708064-bolton-st-johns-llc-new-venture-fund	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-new-venture-fund	51000
708064	NY-filing-708064-civitas-public-affairs-group-new-venture-fund	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-civitas-public-affairs-group	NY-client-new-venture-fund	14567
708064	NY-filing-708064-dickinson-avella-pllc-new-venture-fund	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-dickinson-avella-pllc	NY-client-new-venture-fund	72000
708064	NY-filing-708064-kaymar-strategic-solutions-llc-new-venture-fund	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-kaymar-strategic-solutions-llc	NY-client-new-venture-fund	30000
708064	NY-filing-708064-paragon-strategies-new-venture-fund	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-paragon-strategies	NY-client-new-venture-fund	10000
708596	NY-filing-708596-brown-weinraub-advisors-llc-evgo-services-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-brown-weinraub-advisors-llc	NY-client-evgo-services-llc	30000
709436	NY-filing-709436-hodes-landy-inc-coalition-for-genetic-data-protection	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-hodes-landy-inc	NY-client-coalition-for-genetic-data-protection	10000
710985	NY-filing-710985-davidoff-hutcher-citron-llp-real-estate-valuation-advocacy-association	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-davidoff-hutcher-citron-llp	NY-client-real-estate-valuation-advocacy-association	0
711250	NY-filing-711250-cmw-strategies-llc-chess-in-the-schools-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-cmw-strategies-llc	NY-client-chess-in-the-schools-inc	27000
713452	NY-filing-713452-new-york-state-academy-of-family-physicians-inc-new-york-state-academy-of-family-physicians-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-new-york-state-academy-of-family-physicians-inc	NY-client-new-york-state-academy-of-family-physicians-inc	1659
713452	NY-filing-713452-reid-mcnally-and-savage-new-york-state-academy-of-family-physicians-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-reid-mcnally-and-savage	NY-client-new-york-state-academy-of-family-physicians-inc	54375
714234	NY-filing-714234-spencer-strategic-solutions-llc-new-york-state-youthbuild-coalition-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-spencer-strategic-solutions-llc	NY-client-new-york-state-youthbuild-coalition-inc	15000
715204	NY-filing-715204-mirram-group-llc-comunilife-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-mirram-group-llc	NY-client-comunilife-inc	60000
715819	NY-filing-715819-hinman-straub-advisors-llc-medtronic-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-hinman-straub-advisors-llc	NY-client-medtronic-inc	39200
716058	NY-filing-716058-spencer-strategic-solutions-llc-robert-horwitz	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-spencer-strategic-solutions-llc	NY-client-robert-horwitz	30000
716559	NY-filing-716559-bolton-st-johns-llc-99-washington-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-99-washington-llc	15000
716560	NY-filing-716560-bolton-st-johns-llc-ace-venture-of-ny-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-ace-venture-of-ny-llc	31000
716560	NY-filing-716560-shenker-russo-clark-llp-ace-venture-of-ny-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-shenker-russo-clark-llp	NY-client-ace-venture-of-ny-llc	30000
716561	NY-filing-716561-bolton-st-johns-llc-african-heritage-food-co-op	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-african-heritage-food-co-op	11000
716562	NY-filing-716562-bolton-st-johns-llc-albany-electrical-supply-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-albany-electrical-supply-llc	2683
716564	NY-filing-716564-american-council-of-engineering-companies-of-new-york-inc-american-council-of-engineering-companies-of-new-york-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-american-council-of-engineering-companies-of-new-york-inc	NY-client-american-council-of-engineering-companies-of-new-york-inc	2444
716564	NY-filing-716564-bolton-st-johns-llc-american-council-of-engineering-companies-of-new-york-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-american-council-of-engineering-companies-of-new-york-inc	33000
716564	NY-filing-716564-cozen-o-connor-public-strategies-llc-american-council-of-engineering-companies-of-new-york-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-cozen-o-connor-public-strategies-llc	NY-client-american-council-of-engineering-companies-of-new-york-inc	18000
716566	NY-filing-716566-bolton-st-johns-llc-argus-community-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-argus-community-inc	30000
716573	NY-filing-716573-bolton-st-johns-llc-broadway-junction-partners-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-broadway-junction-partners-llc	31000
716573	NY-filing-716573-fox-rothschild-llp-broadway-junction-partners-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-fox-rothschild-llp	NY-client-broadway-junction-partners-llc	0
716575	NY-filing-716575-bolton-st-johns-llc-brooklyn-kindergarten-society	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-brooklyn-kindergarten-society	21000
716596	NY-filing-716596-bolton-st-johns-llc-brooks-tlc-hospital-system-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-brooks-tlc-hospital-system-inc	45000
716598	NY-filing-716598-bolton-st-johns-llc-buffalo-center-for-arts-technology	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-buffalo-center-for-arts-technology	24000
716599	NY-filing-716599-bolton-st-johns-llc-care-services-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-care-services-llc	35911
716602	NY-filing-716602-bolton-st-johns-llc-cartwheel-care-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-cartwheel-care-inc	36000
716606	NY-filing-716606-bolton-st-johns-llc-cedargrowth-organic-solutions-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-cedargrowth-organic-solutions-llc	9000
716607	NY-filing-716607-bolton-st-johns-llc-the-center-for-new-york-city-neighborhoods-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-the-center-for-new-york-city-neighborhoods-inc	30000
716608	NY-filing-716608-bolton-st-johns-llc-charter-champions-of-rochester-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-charter-champions-of-rochester-inc	40105
716610	NY-filing-716610-bolton-st-johns-llc-city-of-gloversville	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-city-of-gloversville	19000
716622	NY-filing-716622-bolton-st-johns-llc-prosit-management-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-prosit-management-llc	5000
716623	NY-filing-716623-bolton-st-johns-llc-city-of-niagara-falls	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-city-of-niagara-falls	25000
716624	NY-filing-716624-bolton-st-johns-llc-colony-south-brooklyn-houses-incorporated	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-colony-south-brooklyn-houses-incorporated	18000
716625	NY-filing-716625-bolton-st-johns-llc-community-action-organization-of-wny	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-community-action-organization-of-wny	30000
716627	NY-filing-716627-bolton-st-johns-llc-continuum-government-solutions-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-continuum-government-solutions-llc	34000
716628	NY-filing-716628-bolton-st-johns-llc-east-point-energy-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-east-point-energy-llc	29250
716630	NY-filing-716630-bolton-st-johns-llc-edmentum-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-edmentum-inc	42000
716634	NY-filing-716634-bolton-st-johns-llc-empire-state-employment-resources-for-the-blind-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-empire-state-employment-resources-for-the-blind-inc	31000
716657	NY-filing-716657-bolton-st-johns-llc-eps-operations-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-eps-operations-llc	20000
716658	NY-filing-716658-bolton-st-johns-llc-gasko-meyer-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-gasko-meyer-inc	25919
716659	NY-filing-716659-bolton-st-johns-llc-global-kids-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-global-kids-inc	24000
716660	NY-filing-716660-bolton-st-johns-llc-harlem-grown-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-harlem-grown-inc	31000
716661	NY-filing-716661-bolton-st-johns-llc-hereford-insurance-company	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-hereford-insurance-company	63000
716662	NY-filing-716662-bolton-st-johns-llc-hitachi-vantara-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-hitachi-vantara-llc	30000
716663	NY-filing-716663-bolton-st-johns-llc-homecrest-community-services-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-homecrest-community-services-inc	42000
716664	NY-filing-716664-bolton-st-johns-llc-homeless-services-united-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-homeless-services-united-inc	37000
716664	NY-filing-716664-homeless-services-united-inc-homeless-services-united-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-homeless-services-united-inc	NY-client-homeless-services-united-inc	4596
716665	NY-filing-716665-bolton-st-johns-llc-hudson-group-hg-retail-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-hudson-group-hg-retail-llc	23500
716666	NY-filing-716666-bolton-st-johns-llc-interactive-communications-international-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-interactive-communications-international-inc	37500
716667	NY-filing-716667-bolton-st-johns-llc-janitronics	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-janitronics	25000
716668	NY-filing-716668-bolton-st-johns-llc-jfk-millennium-partners-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-jfk-millennium-partners-llc	120000
716668	NY-filing-716668-hollis-public-affairs-inc-jfk-millennium-partners-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-hollis-public-affairs-inc	NY-client-jfk-millennium-partners-llc	105000
716669	NY-filing-716669-bolton-st-johns-llc-jockeys-guild-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-jockeys-guild-inc	19000
716670	NY-filing-716670-bolton-st-johns-llc-kasselman-electric-co-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-kasselman-electric-co-inc	46000
716672	NY-filing-716672-bolton-st-johns-llc-kdbf-ventures-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-kdbf-ventures-llc	31000
716673	NY-filing-716673-bolton-st-johns-llc-l3harris-technologies	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-l3harris-technologies	30000
716674	NY-filing-716674-bolton-st-johns-llc-launch-expeditionary-learning-charter-school	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-launch-expeditionary-learning-charter-school	30000
716675	NY-filing-716675-bolton-st-johns-llc-ohio-indemnity-company	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-ohio-indemnity-company	25000
716676	NY-filing-716676-bolton-st-johns-llc-municipal-parking-services-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-municipal-parking-services-inc	30000
716678	NY-filing-716678-bolton-st-johns-llc-new-york-state-family-court-judges-association	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-new-york-state-family-court-judges-association	6000
716679	NY-filing-716679-bolton-st-johns-llc-automobile-leasing-brokers-association-llc-ny	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-automobile-leasing-brokers-association-llc-ny	6000
716680	NY-filing-716680-bolton-st-johns-llc-the-new-york-real-estate-chamber	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-the-new-york-real-estate-chamber	32935
716681	NY-filing-716681-bolton-st-johns-llc-norfolk-southern-corporation	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-norfolk-southern-corporation	36000
716682	NY-filing-716682-bolton-st-johns-llc-north-pearl-st-dispensary-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-north-pearl-st-dispensary-llc	30000
716683	NY-filing-716683-bolton-st-johns-llc-nurse-family-partnership	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-nurse-family-partnership	33000
716685	NY-filing-716685-bolton-st-johns-llc-the-new-york-state-society-of-certified-public-accountants	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-the-new-york-state-society-of-certified-public-accountants	42000
716685	NY-filing-716685-the-new-york-state-society-of-certified-public-accountants-the-new-york-state-society-of-certified-public-accountants	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-the-new-york-state-society-of-certified-public-accountants	NY-client-the-new-york-state-society-of-certified-public-accountants	1088
716689	NY-filing-716689-bolton-st-johns-llc-nysais-operations-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-nysais-operations-inc	22000
716691	NY-filing-716691-bolton-st-johns-llc-one-brooklyn-health-system-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-one-brooklyn-health-system-inc	60000
716692	NY-filing-716692-bolton-st-johns-llc-passport-labs-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-passport-labs-inc	27613
716695	NY-filing-716695-bolton-st-johns-llc-payit-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-payit-llc	31000
716697	NY-filing-716697-bolton-st-johns-llc-pratt-area-community-council-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-pratt-area-community-council-inc	21000
716699	NY-filing-716699-bolton-st-johns-llc-reckitt-benckiser-llc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-reckitt-benckiser-llc	12750
716700	NY-filing-716700-bolton-st-johns-llc-risewell-community-services-inc	NY	expenditure_report	firm	2025	Jan/June	NY-lobbyist-bolton-st-johns-llc	NY-client-risewell-community-services-inc	45000
